Time,USS_FLS,USS_FL,USS_FLM,USS_FRM,USS_FR,USS_FRS,USS_RRS,USS_RR,USS_RRM,USS_RLM,USS_RL,USS_RLS
C1,C1,C1,C1,C1,C1,C1,C1,C1,C1,C1,C1,C1
s,m,m,m,m,m,m,m,m,m,m,m,m
0.001,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.011,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.021,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.031,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.041,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.051,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.061,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.071,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.081,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.091,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.101,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.111,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.121,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.131,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.141,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.151,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.161,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.171,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.181,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.191,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.201,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.211,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.221,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.231,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.241,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.251,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.261,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.271,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.281,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.291,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.301,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.311,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.321,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.331,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.341,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.351,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.361,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.371,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.381,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.391,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.401,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.411,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.421,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.431,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.441,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.451,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.461,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.471,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.481,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.491,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.501,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.511,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.521,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.531,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.541,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.551,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.561,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.571,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.581,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.591,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.601,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.611,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.621,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.631,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.641,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.651,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.661,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.671,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.681,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.691,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.701,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.711,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.721,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.731,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.741,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.751,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.761,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.771,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.781,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.791,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.801,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.811,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.821,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.831,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.841,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.851,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.861,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.871,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.881,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.891,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.901,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.911,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.921,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.931,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.941,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.951,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.961,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.971,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.981,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
0.991,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.001,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.011,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.021,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.031,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.041,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.051,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.061,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.071,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.081,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.091,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.101,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.111,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.121,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.131,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.141,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.151,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.161,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.171,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.181,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.191,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.201,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.211,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.221,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.231,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.241,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.251,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.261,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.271,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.281,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.291,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.301,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.311,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.321,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.331,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.341,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.351,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.361,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.371,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.381,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.391,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.401,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.411,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.421,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.431,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.441,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.451,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.461,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.471,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.481,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.491,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.501,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.511,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.521,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.531,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.541,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.551,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.561,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.571,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.581,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.591,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.601,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.611,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.621,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.631,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.641,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.651,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.661,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.671,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.681,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.691,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.701,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.711,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.721,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.731,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.741,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.751,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.761,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.771,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.781,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.791,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.801,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.811,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.821,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.831,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.841,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.851,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.861,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.871,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.881,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.891,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.901,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.911,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.921,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.931,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.941,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.951,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.961,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.971,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.981,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
1.991,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.001,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.011,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.021,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.031,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.041,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.051,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.061,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.071,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.081,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.091,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.101,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.111,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.121,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.131,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.141,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.151,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.161,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.171,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.181,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.191,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.201,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.211,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.221,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.231,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.241,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.251,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.261,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.271,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.281,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.291,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.301,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.311,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.321,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.331,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.341,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.351,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.361,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.371,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.381,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.391,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.401,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.411,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.421,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.431,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.441,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.451,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.461,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.471,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.481,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.491,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.501,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.511,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.521,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.531,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.541,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.551,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.561,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.571,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.581,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.591,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.601,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.611,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.621,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.631,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.641,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.651,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.661,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.671,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.681,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.691,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.701,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.711,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.721,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.731,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.741,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.751,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.761,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.771,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.781,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.791,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.801,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.811,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.821,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.831,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.841,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.851,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.861,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
2.871,5,2.5,2.5,2.5,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5
